Posting Date,Quantity,Amount,Channel Name_masked,District_masked,State Name_masked,Master Variant_masked,Category_masked,Sales Leader_masked,Chain_masked,Zone_masked,NEW Category Mapping_masked,CPG_masked,RSM_masked,Master SKU_masked,Variant Code_masked,Master Flavour_masked,ASM Emp Name_masked,Category Mapping_masked,Customer Name_masked,Size_masked,Sub Channel_masked,No._masked,Sub-category_masked,Segment_masked,Source Document No._masked,Population Group_masked,Source No._masked,GT City_masked
2025-02-24,1.0,753.35,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,zTosZkxvAnJUpacb,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,egLagEcEZxzIgqkL,FRCyqZftMcbnYJua,VodqToOCABfpXAzk,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,gKSzJXCaSAyBGQGt,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,2.0,1506.7,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,BFqfirUQhwZfVYoU,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,hzLmVqSiKlPLhQpi,ybDntsYyETqylUhw,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fsvlTZcvRGZPbTjO,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,JFispaIGsJWzUcBq,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,7.0,5273.43999,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,BFqfirUQhwZfVYoU,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,hzLmVqSiKlPLhQpi,ybDntsYyETqylUhw,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fsvlTZcvRGZPbTjO,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,JFispaIGsJWzUcBq,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,4.0,3013.39,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,BFqfirUQhwZfVYoU,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,hzLmVqSiKlPLhQpi,ybDntsYyETqylUhw,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fsvlTZcvRGZPbTjO,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,JFispaIGsJWzUcBq,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,385.71429,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ZmIMyRRVbJEdyXyS,zLmpweorizhUVLRj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,OwAlLzxDwXsjRWFR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,tpJJjpkuPxSpYKIn,ZrjnGPAdlcZSvUdI,PnyMTWmZafddUcLd,STLPLLdzHkSdhWnP,jLkxXQQIQlkHkTIa,GkLgvIOxuZheBnZM,qbWVaSfKIdhgaApJ,EUtbXDgIXTYxoohW,bySBeZNahEPrYHsk,vRcPRjJBaeeGpCAN,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,2.0,2057.14,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,nhxUYjcpSCPWDhbF,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,zspbKvqqKZXFNTUh,bDmtjcogKVCQDEsI,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,AswxUnYMkHqbnrFB,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,1028.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,nhxUYjcpSCPWDhbF,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,zspbKvqqKZXFNTUh,bDmtjcogKVCQDEsI,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,AswxUnYMkHqbnrFB,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,3.0,1928.57001,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,oCTtxXJsPpHruSIG,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,OiRIVKrYzomIKgvz,bvLOWJciQBakTNqr,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,JHYmQFZEEYkWdtoK,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,2.0,1285.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,oCTtxXJsPpHruSIG,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,OiRIVKrYzomIKgvz,bvLOWJciQBakTNqr,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,JHYmQFZEEYkWdtoK,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,2.0,1285.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,oCTtxXJsPpHruSIG,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,OiRIVKrYzomIKgvz,bvLOWJciQBakTNqr,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,JHYmQFZEEYkWdtoK,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,3.0,1928.57001,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,conylQBIdQtcIWwb,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,kqfRRulIWvUElvyk,kmaGHWUiMuYPHzSG,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,jvnkGmzLoaOJbegP,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,642.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,conylQBIdQtcIWwb,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,kqfRRulIWvUElvyk,kmaGHWUiMuYPHzSG,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,jvnkGmzLoaOJbegP,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,642.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,conylQBIdQtcIWwb,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,kqfRRulIWvUElvyk,kmaGHWUiMuYPHzSG,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,jvnkGmzLoaOJbegP,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,20.0,12857.14,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ybFUzxWITgCoKbzX,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,dhzqHhJHVaqOUqPl,HZxGddgUSIEpftnL,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,FoGwuSxxwdwgOIfT,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,5.0,3214.29,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ybFUzxWITgCoKbzX,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,dhzqHhJHVaqOUqPl,HZxGddgUSIEpftnL,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,FoGwuSxxwdwgOIfT,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,3.0,1928.57001,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ybFUzxWITgCoKbzX,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,dhzqHhJHVaqOUqPl,HZxGddgUSIEpftnL,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,FoGwuSxxwdwgOIfT,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,3.0,2185.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,gnJGWkbMcIIZmaFb,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,oVnnxgcqaLAhrPLC,TciKfvJxTQtPkool,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,KFGLxnVRxkuIupZu,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,6.0,4371.43002,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,gnJGWkbMcIIZmaFb,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,oVnnxgcqaLAhrPLC,TciKfvJxTQtPkool,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,KFGLxnVRxkuIupZu,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,5.0,3642.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,gnJGWkbMcIIZmaFb,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,oVnnxgcqaLAhrPLC,TciKfvJxTQtPkool,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,KFGLxnVRxkuIupZu,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,11.0,8485.70998,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,sQFFYOzMwIEsgohW,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,HnOOBJVlRgstsHHN,yTlhJmAyCDhMVyAA,nQqDvMDJnousGGTn,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,OFRdhrlLvbpOmBKp,ixrLzybFYalJOEnW,XWPsgznfBUQTUWyX,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,22.0,16971.43008,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,sQFFYOzMwIEsgohW,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,HnOOBJVlRgstsHHN,yTlhJmAyCDhMVyAA,nQqDvMDJnousGGTn,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,OFRdhrlLvbpOmBKp,ixrLzybFYalJOEnW,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,11.0,8485.70998,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,sQFFYOzMwIEsgohW,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,HnOOBJVlRgstsHHN,yTlhJmAyCDhMVyAA,nQqDvMDJnousGGTn,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,OFRdhrlLvbpOmBKp,ixrLzybFYalJOEnW,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UTWUAbaVIMjgVLYz,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,BoSkrTHTJRHLLvCk,xryUVSfxREsLmjwf,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,HMHqEQpGspLunFlx,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UTWUAbaVIMjgVLYz,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,BoSkrTHTJRHLLvCk,xryUVSfxREsLmjwf,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,HMHqEQpGspLunFlx,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,FiCdLGcYixuaolTS,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UTWUAbaVIMjgVLYz,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,BoSkrTHTJRHLLvCk,xryUVSfxREsLmjwf,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,HMHqEQpGspLunFlx,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,bLqqUPypVbQzzNEa,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-02-24,1.0,1205.36,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,ZwNwZnTLaeUxrtvF,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
